"Symbol","Series","Date","Prev Close","Open Price","High Price","Low Price","Last Price","Close Price","Average Price","Total Traded Quantity","Turnover","No. of Trades","Deliverable Qty","% Dly Qt to Traded Qty"
"YESBANK","EQ","16-Jul-2018","        376.00","        376.00","        380.80","        369.60","        379.80","        378.50","        374.02","    9093938","          3401270082.40","      94410","    3329217","         36.61"
"YESBANK","EQ","17-Jul-2018","        378.50","        377.90","        385.90","        375.60","        380.10","        380.80","        381.55","   12586691","          4802493399.45","     131505","    5149213","         40.91"
"YESBANK","EQ","18-Jul-2018","        380.80","        381.90","        388.00","        378.00","        384.50","        383.65","        383.63","   10472260","          4017440767.35","      93225","    2427503","         23.18"
"YESBANK","EQ","19-Jul-2018","        383.65","        380.95","        394.35","        379.40","        392.60","        392.30","        389.81","   17050256","          6646375416.45","     168264","    7249040","         42.52"
"YESBANK","EQ","20-Jul-2018","        392.30","        391.10","        392.50","        385.30","        386.25","        386.50","        388.36","   10076070","          3913158633.25","      98847","    3070243","         30.47"
"YESBANK","EQ","23-Jul-2018","        386.50","        387.90","        392.35","        382.75","        387.65","        386.60","        386.96","    9511403","          3680549576.20","      94405","    3997776","         42.03"
"YESBANK","EQ","24-Jul-2018","        386.60","        389.20","        390.00","        382.70","        384.35","        384.35","        385.36","    9785989","          3771134199.20","      88253","    5026596","         51.37"
"YESBANK","EQ","25-Jul-2018","        384.35","        386.00","        392.70","        381.50","        383.25","        382.90","        387.76","   12467278","          4834326478.40","     111673","    4037682","         32.39"
"YESBANK","EQ","26-Jul-2018","        382.90","        385.00","        386.30","        358.55","        367.45","        369.75","        373.06","   35251243","         13150936619.45","     294017","    8166967","         23.17"
"YESBANK","EQ","27-Jul-2018","        369.75","        374.90","        374.90","        362.40","        369.80","        370.00","        368.26","   17100821","          6297487528.70","     163915","    4161354","         24.33"
"YESBANK","EQ","30-Jul-2018","        370.00","        372.00","        373.00","        365.25","        369.50","        369.30","        369.18","   11469162","          4234232671.30","     176154","    4721410","         41.17"
"YESBANK","EQ","31-Jul-2018","        369.30","        370.00","        374.70","        366.40","        367.30","        367.95","        370.48","    9734450","          3606427688.40","      98886","    3476946","         35.72"
"YESBANK","EQ","01-Aug-2018","        367.95","        369.90","        371.55","        362.00","        364.05","        365.85","        365.70","    7742871","          2831550745.50","     105511","    2844357","         36.74"
"YESBANK","EQ","02-Aug-2018","        365.85","        364.95","        365.65","        356.65","        361.80","        361.80","        360.90","    8365895","          3019271960.75","      94009","    3314215","         39.62"
