"Symbol","Series","Date","Prev Close","Open Price","High Price","Low Price","Last Price","Close Price","Average Price","Total Traded Quantity","Turnover","No. of Trades","Deliverable Qty","% Dly Qt to Traded Qty"
"WIPRO","EQ","06-Jul-2017","        257.80","        257.80","        260.05","        255.85","        256.50","        257.75","        258.02","    1649570","           425626566.55","      16693","     965007","         58.50"
"WIPRO","EQ","07-Jul-2017","        257.75","        255.10","        258.25","        255.00","        257.10","        257.70","        257.36","    1458678","           375408482.90","      19295","     957019","         65.61"
"WIPRO","EQ","10-Jul-2017","        257.70","        260.00","        268.95","        257.00","        268.50","        268.25","        266.40","     667432","           177804502.50","       6517","     408579","         61.22"
"WIPRO","EQ","11-Jul-2017","        268.25","        266.20","        273.50","        262.10","        264.00","        263.20","        267.63","    4060405","          1086677587.35","      53473","    2387366","         58.80"
"WIPRO","EQ","12-Jul-2017","        263.20","        263.70","        265.80","        261.30","        263.40","        263.80","        263.40","    1189091","           313209381.90","      38856","     647523","         54.46"
"WIPRO","EQ","13-Jul-2017","        263.80","        263.90","        265.85","        261.45","        263.25","        264.05","        264.07","    1624316","           428940796.45","      42297","    1004699","         61.85"
"WIPRO","EQ","14-Jul-2017","        264.05","        264.15","        264.95","        259.00","        260.00","        259.85","        261.04","    2454505","           640711778.85","      26482","    1745504","         71.11"
"WIPRO","EQ","17-Jul-2017","        259.85","        266.40","        274.00","        264.55","        268.30","        266.85","        268.57","    7769247","          2086616990.70","      77803","    3130717","         40.30"
"WIPRO","EQ","18-Jul-2017","        266.85","        267.30","        272.65","        266.50","        269.00","        269.00","        269.29","    2753504","           741503779.00","      51369","    1230138","         44.68"
"WIPRO","EQ","19-Jul-2017","        269.00","        270.00","        272.05","        267.30","        271.55","        271.10","        269.87","    2973058","           802333293.85","      34946","    1899172","         63.88"
"WIPRO","EQ","20-Jul-2017","        271.10","        270.75","        274.25","        268.25","        270.00","        269.15","        271.06","    2676624","           725515396.05","      31166","    1223139","         45.70"
"WIPRO","EQ","21-Jul-2017","        269.15","        283.90","        290.90","        280.25","        285.65","        286.05","        286.85","   16392253","          4702062101.25","     128041","    3914823","         23.88"
"WIPRO","EQ","24-Jul-2017","        286.05","        290.20","        293.50","        289.25","        291.00","        291.55","        291.58","    6554857","          1911257461.40","      66787","    2774019","         42.32"
"WIPRO","EQ","25-Jul-2017","        291.55","        292.85","        292.95","        289.00","        289.55","        289.55","        290.01","    3372477","           978058465.20","      49743","    2172360","         64.41"
"WIPRO","EQ","26-Jul-2017","        289.55","        290.00","        291.50","        287.80","        289.95","        289.35","        289.37","    2970592","           859589850.90","      36343","    1960180","         65.99"
"WIPRO","EQ","27-Jul-2017","        289.35","        290.00","        293.25","        287.25","        292.00","        289.70","        289.82","    5905630","          1711579698.10","      26803","    4369066","         73.98"
"WIPRO","EQ","28-Jul-2017","        289.70","        290.00","        290.85","        287.90","        289.00","        289.05","        288.93","    2433017","           702960914.40","      22395","    1701254","         69.92"
"WIPRO","EQ","31-Jul-2017","        289.05","        290.00","        290.50","        287.40","        288.75","        288.45","        288.86","    2550406","           736714909.55","      22773","    1434223","         56.24"
"WIPRO","EQ","01-Aug-2017","        288.45","        289.00","        295.95","        289.00","        294.65","        294.80","        293.80","    4035172","          1185548026.60","      33634","    1964959","         48.70"
"WIPRO","EQ","02-Aug-2017","        294.80","        294.00","        297.70","        293.00","        293.60","        293.80","        294.98","    2426114","           715644355.55","      33440","    1303490","         53.73"
"WIPRO","EQ","03-Aug-2017","        293.80","        294.70","        295.40","        288.60","        289.25","        289.10","        291.79","    3645825","          1063824007.65","      37727","    2491302","         68.33"
"WIPRO","EQ","04-Aug-2017","        289.10","        289.80","        293.20","        289.00","        289.85","        289.40","        290.08","    2548522","           739263788.70","      25808","    1725120","         67.69"
"WIPRO","EQ","07-Aug-2017","        289.40","        289.60","        289.90","        287.10","        287.95","        287.75","        287.98","    1470499","           423472772.10","      22278","     924034","         62.84"
"WIPRO","EQ","08-Aug-2017","        287.75","        291.30","        291.55","        284.90","        287.05","        287.40","        286.88","    2729913","           783145739.70","      29313","    1576769","         57.76"
"WIPRO","EQ","09-Aug-2017","        287.40","        287.10","        288.55","        285.90","        286.60","        286.50","        287.14","    1089850","           312934534.00","      17637","     651465","         59.78"
"WIPRO","EQ","10-Aug-2017","        286.50","        286.00","        289.45","        285.75","        289.15","        288.15","        287.72","    2708344","           779232607.40","      53179","    1825020","         67.39"
"WIPRO","EQ","11-Aug-2017","        288.15","        288.00","        294.55","        287.70","        289.60","        289.70","        290.49","    3549897","          1031202783.95","      59529","    1973037","         55.58"
"WIPRO","EQ","14-Aug-2017","        289.70","        290.05","        290.90","        287.25","        287.85","        288.50","        288.54","    1609558","           464428662.55","      27416","    1070767","         66.53"
"WIPRO","EQ","16-Aug-2017","        288.50","        289.40","        290.10","        288.00","        289.15","        289.95","        289.59","    2011284","           582439539.65","      28162","    1471448","         73.16"
"WIPRO","EQ","17-Aug-2017","        289.95","        290.90","        291.00","        288.00","        288.25","        288.35","        289.27","    2637344","           762908535.80","      25553","    1894234","         71.82"
"WIPRO","EQ","18-Aug-2017","        288.35","        288.05","        291.00","        287.90","        288.05","        288.10","        289.37","    2980838","           862554258.55","      53873","    1987703","         66.68"
"WIPRO","EQ","21-Aug-2017","        288.10","        289.35","        291.20","        287.30","        288.00","        287.70","        288.99","    2855010","           825079119.05","      50356","    2111391","         73.95"
"WIPRO","EQ","22-Aug-2017","        287.70","        290.50","        293.00","        288.90","        290.50","        290.25","        291.04","    2714521","           790021608.15","      43939","    1748420","         64.41"
