,Symbol,Series,Date,Prev Close,Open Price,High Price,Low Price,Last Price,Close Price,Average Price,Total Traded Quantity,Turnover,No. of Trades,Deliverable Qty,% Dly Qt to Traded Qty,Month,Year,VWAP,Day_Perc_Change,Trend
20,MINDTREE,EQ,12-Jun-2017,538.75,536.1,544.55,528.05,539.0,539.8,538.19,379066,204010845.35,9623,98241,25.92,6,2017,530.1999786150648,0.0019489559164731496,Slight or No change
21,MINDTREE,EQ,13-Jun-2017,539.8,540.9,542.35,530.2,532.0,531.8,536.98,320855,172291144.95,12246,97230,30.3,6,2017,530.2403612717809,-0.01482030381622823,Slight or No change
22,MINDTREE,EQ,14-Jun-2017,531.8,531.7,536.75,516.45,523.5,523.3,523.37,671432,351407049.65,9066,317335,47.26,6,2017,529.8921906805255,-0.015983452425723965,Slight or No change
23,MINDTREE,EQ,15-Jun-2017,523.3,521.05,523.75,515.05,515.65,517.85,520.28,210643,109592788.85,5216,66819,31.72,6,2017,529.7056048250986,-0.010414676094018582,Slight or No change
24,MINDTREE,EQ,16-Jun-2017,517.85,518.05,525.45,511.15,514.9,514.95,518.36,385256,199702494.7,6706,116377,30.21,6,2017,529.2989775063631,-0.005600077242444712,Slight or No change
25,MINDTREE,EQ,19-Jun-2017,514.95,518.7,520.45,511.6,515.2,515.9,516.15,188878,97488450.9,4159,31231,16.54,6,2017,529.1203637492223,0.0018448393047867384,Slight or No change
26,MINDTREE,EQ,20-Jun-2017,515.9,516.0,525.0,516.0,519.05,519.75,520.97,442425,230490111.3,11450,226523,51.2,6,2017,528.8366341942826,0.007462686567164312,Slight or No change
27,MINDTREE,EQ,21-Jun-2017,519.75,517.85,524.0,515.05,519.9,519.6,520.65,414457,215787296.9,14034,188443,45.47,6,2017,528.5818606897834,-0.000288600288600227,Slight or No change
28,MINDTREE,EQ,22-Jun-2017,519.6,520.0,530.85,518.25,521.05,521.0,525.4,403163,211820055.15,7914,95596,23.71,6,2017,528.3837452111314,0.002694380292532772,Slight or No change
29,MINDTREE,EQ,23-Jun-2017,521.0,531.95,537.5,525.0,532.0,532.0,531.87,1238632,658793281.85,22835,220177,17.78,6,2017,528.6524820187523,0.02111324376199608,Slight or No change
30,MINDTREE,EQ,27-Jun-2017,532.0,537.0,540.0,516.05,526.05,526.65,528.98,699296,369910443.5,15285,221803,31.72,6,2017,528.571850207561,-0.010056390977443597,Slight or No change
31,MINDTREE,EQ,28-Jun-2017,526.65,525.0,534.0,520.55,529.95,531.1,529.33,336692,178221369.5,7826,73242,21.75,6,2017,528.6199311836048,0.008449634482103896,Slight or No change
32,MINDTREE,EQ,29-Jun-2017,531.1,548.7,548.7,525.3,527.0,528.7,533.11,2877419,1533985313.85,37587,1395145,48.49,6,2017,528.6311255368958,-0.004518922990020657,Slight or No change
33,MINDTREE,EQ,30-Jun-2017,528.7,529.1,532.0,523.0,530.9,529.0,527.44,470377,248097623.9,7901,245563,52.21,6,2017,528.6393677368935,0.000567429544164888,Slight or No change
34,MINDTREE,EQ,03-Jul-2017,529.0,530.9,534.0,525.1,529.0,529.05,528.71,823697,435494658.55,17213,486031,59.01,7,2017,528.6548298928424,9.451795841197708e-05,Slight or No change
35,MINDTREE,EQ,04-Jul-2017,529.05,535.0,535.95,529.05,535.0,534.4,532.27,912799,485857728.25,28323,597937,65.51,7,2017,528.8849599384272,0.010112465740478305,Slight or No change
36,MINDTREE,EQ,05-Jul-2017,534.4,535.0,545.7,535.0,543.0,541.8,540.49,1592847,860913064.15,32898,980114,61.53,7,2017,529.7287267128451,0.01384730538922141,Slight or No change
37,MINDTREE,EQ,06-Jul-2017,541.8,542.0,546.6,539.6,545.9,544.8,542.96,820255,445366595.1,13739,498293,60.75,7,2017,530.2192737346707,0.005537098560354448,Slight or No change
38,MINDTREE,EQ,07-Jul-2017,544.8,544.9,548.8,538.05,540.7,539.15,543.07,1034523,561821559.7,17271,693438,67.03,7,2017,530.5714311235822,-0.010370778267253966,Slight or No change
39,MINDTREE,EQ,10-Jul-2017,539.15,539.0,539.0,518.9,529.1,529.65,530.06,81549,43225589.8,1502,47018,57.66,7,2017,530.568575877445,-0.017620328294537746,Slight or No change
40,MINDTREE,EQ,11-Jul-2017,529.65,530.5,531.5,523.4,524.5,524.7,527.49,499551,263505935.45,9874,250482,50.14,7,2017,530.4592537482409,-0.009345794392523255,Slight or No change
41,MINDTREE,EQ,12-Jul-2017,524.7,523.0,525.9,513.15,514.0,514.3,518.34,609499,315924801.5,9131,367221,60.25,7,2017,530.1001420815745,-0.019820850009529378,Slight or No change
42,MINDTREE,EQ,13-Jul-2017,514.3,516.85,520.0,510.1,513.95,513.75,515.39,429212,221209563.35,11816,203188,47.34,7,2017,529.8482093229607,-0.001069414738479435,Slight or No change
43,MINDTREE,EQ,14-Jul-2017,513.75,513.75,518.8,510.55,514.0,514.95,514.91,692155,356397821.2,12260,394280,56.96,7,2017,529.4869915148128,0.0023357664233576436,Slight or No change
44,MINDTREE,EQ,17-Jul-2017,514.95,515.9,520.35,512.15,514.25,514.0,517.04,819291,423604106.6,7607,495508,60.48,7,2017,529.054927039388,-0.0018448393047869605,Slight or No change
45,MINDTREE,EQ,18-Jul-2017,514.0,516.9,516.9,506.0,507.15,508.4,510.12,462809,236088183.45,12582,157642,34.06,7,2017,528.7344640776937,-0.010894941634241317,Slight or No change
46,MINDTREE,EQ,19-Jul-2017,508.4,511.75,520.0,505.25,506.05,506.65,511.0,1084370,554107922.7,15183,251332,23.18,7,2017,527.9598071752839,-0.0034421715184893564,Slight or No change
47,MINDTREE,EQ,20-Jul-2017,506.65,485.0,500.0,482.5,484.65,484.3,489.92,2193659,1074726916.8,33883,564402,25.73,7,2017,525.0669787174818,-0.04411329320043411,Slight or No change
48,MINDTREE,EQ,21-Jul-2017,484.3,486.9,487.7,478.75,484.9,484.25,482.52,783117,377868220.4,14024,308124,39.35,7,2017,524.1238168979929,-0.00010324179227749752,Slight or No change
49,MINDTREE,EQ,24-Jul-2017,484.25,485.0,489.9,482.1,483.5,483.55,485.61,291492,141550963.4,11053,101811,34.93,7,2017,523.777820286031,-0.0014455343314403457,Slight or No change
50,MINDTREE,EQ,25-Jul-2017,483.55,485.6,485.6,475.0,481.95,481.85,480.58,357817,171961482.9,12055,91149,25.47,7,2017,523.343470044703,-0.003515665391376266,Slight or No change
51,MINDTREE,EQ,26-Jul-2017,481.85,481.9,484.3,479.1,480.0,480.2,481.03,224292,107890090.7,5630,84660,37.75,7,2017,523.065117870716,-0.003424302168724802,Slight or No change
52,MINDTREE,EQ,27-Jul-2017,480.2,480.2,485.15,479.0,483.15,481.8,482.8,462695,223390930.3,12081,211090,45.62,7,2017,522.523115034737,0.0033319450229072345,Slight or No change
53,MINDTREE,EQ,28-Jul-2017,481.8,483.15,483.15,476.75,479.0,479.5,478.9,118353,56679006.05,3282,42691,36.07,7,2017,522.3790534713875,-0.0047737650477376325,Slight or No change
54,MINDTREE,EQ,31-Jul-2017,479.5,481.85,483.9,476.05,476.2,477.45,479.22,150644,72191931.1,3948,59542,39.52,7,2017,522.1883761439161,-0.004275286757038588,Slight or No change
55,MINDTREE,EQ,01-Aug-2017,477.45,477.35,479.2,469.45,472.35,472.6,474.85,371419,176368459.9,13465,183546,49.42,8,2017,521.6748728339394,-0.010158131741543563,Slight or No change
56,MINDTREE,EQ,02-Aug-2017,472.6,474.0,476.45,470.0,474.0,473.3,473.94,188148,89170151.1,9400,104624,55.61,8,2017,521.4224396258461,0.0014811680067710054,Slight or No change
57,MINDTREE,EQ,03-Aug-2017,473.3,470.05,473.25,461.5,462.95,465.9,467.1,215576,100695910.1,8860,104754,48.59,8,2017,521.0924448339794,-0.015634903866469596,Slight or No change
58,MINDTREE,EQ,04-Aug-2017,465.9,464.8,473.25,461.75,472.2,471.05,467.36,439102,205217474.7,7820,259684,59.14,8,2017,520.493873332052,0.011053874221936155,Slight or No change
59,MINDTREE,EQ,07-Aug-2017,471.05,471.0,485.35,468.1,484.0,483.2,479.88,357082,171355877.05,7136,201284,56.37,8,2017,520.1346094392055,0.02579344018681673,Slight or No change
60,MINDTREE,EQ,08-Aug-2017,483.2,482.0,483.35,468.9,471.5,473.65,474.53,275869,130907105.2,6067,75851,27.5,8,2017,519.7912096706212,-0.019764072847682113,Slight or No change
61,MINDTREE,EQ,09-Aug-2017,473.65,474.6,474.6,461.25,462.0,464.35,469.65,140954,66199261.05,6148,46116,32.72,8,2017,519.582730902208,-0.01963475139871207,Slight or No change
62,MINDTREE,EQ,10-Aug-2017,464.35,461.7,465.65,442.45,453.95,451.3,456.27,220211,100476761.35,6685,70490,32.01,8,2017,519.1839285536685,-0.028103801012167584,Slight or No change
63,MINDTREE,EQ,11-Aug-2017,451.3,450.0,461.2,440.6,455.05,457.15,454.54,238168,108257618.2,6132,85229,35.79,8,2017,518.7945376291088,0.012962552625747747,Slight or No change
64,MINDTREE,EQ,14-Aug-2017,457.15,459.0,469.0,459.0,465.2,467.25,463.68,160503,74421797.1,5427,71505,44.55,8,2017,518.5774147074292,0.02209340479055011,Slight or No change
65,MINDTREE,EQ,16-Aug-2017,467.25,469.1,470.0,461.5,468.05,468.0,464.89,123268,57306655.3,3741,46484,37.71,8,2017,518.4143184026561,0.0016051364365972098,Slight or No change
66,MINDTREE,EQ,17-Aug-2017,468.0,468.1,480.0,468.05,475.55,475.7,475.66,222738,105947662.2,4825,45223,20.3,8,2017,518.1668716658836,0.016452991452991395,Slight or No change
67,MINDTREE,EQ,18-Aug-2017,475.7,475.7,479.9,462.5,467.0,466.2,468.33,257169,120440442.55,8192,58677,22.82,8,2017,517.8215975741806,-0.01997056968677735,Slight or No change
68,MINDTREE,EQ,21-Aug-2017,466.2,467.95,472.05,460.1,461.5,461.4,465.77,103305,48116370.9,2630,33927,32.84,8,2017,517.671412090587,-0.01029601029601035,Slight or No change
69,MINDTREE,EQ,22-Aug-2017,461.4,461.5,463.0,451.4,453.6,453.95,455.8,241643,110139867.35,8831,86413,35.76,8,2017,517.2771135691147,-0.016146510619852616,Slight or No change
70,MINDTREE,EQ,23-Aug-2017,453.95,455.25,464.1,453.0,462.95,460.9,458.58,232458,106601737.25,6723,90872,39.09,8,2017,516.9435064307265,0.015310056173587272,Slight or No change
71,MINDTREE,EQ,24-Aug-2017,460.9,459.35,469.1,459.35,468.75,468.2,465.46,85512,39802754.8,3449,25253,29.53,8,2017,516.8376328758411,0.01583857669776534,Slight or No change
72,MINDTREE,EQ,28-Aug-2017,468.2,468.6,480.6,468.6,478.0,478.0,476.51,367103,174927010.25,10203,127147,34.64,8,2017,516.4788320132134,0.020931225971806855,Slight or No change
73,MINDTREE,EQ,29-Aug-2017,478.0,477.0,478.0,466.9,467.3,472.1,473.96,310572,147198333.55,8892,106038,34.14,8,2017,516.134664571138,-0.012343096234309625,Slight or No change
74,MINDTREE,EQ,30-Aug-2017,472.1,473.0,476.0,459.0,462.9,462.1,467.09,310351,144961187.55,11186,55355,17.84,8,2017,515.7191324990984,-0.0211819529760644,Slight or No change
75,MINDTREE,EQ,31-Aug-2017,462.1,461.0,470.75,458.05,459.15,461.0,463.73,437018,202658911.6,13475,124571,28.5,8,2017,515.1329405027739,-0.002380437134819391,Slight or No change
76,MINDTREE,EQ,01-Sep-2017,461.0,463.3,466.6,459.3,460.0,460.85,462.28,219330,101392621.4,7141,43567,19.86,9,2017,514.8426491953844,-0.00032537960954437395,Slight or No change
77,MINDTREE,EQ,04-Sep-2017,460.85,461.7,463.95,452.6,454.1,454.9,457.36,141380,64662131.5,4005,55140,39.0,9,2017,514.6367275345452,-0.012910925463817002,Slight or No change
78,MINDTREE,EQ,05-Sep-2017,454.9,456.0,458.8,450.25,453.1,455.1,455.05,213952,97358609.9,7826,50908,23.79,9,2017,514.3288148957275,0.00043965706748738675,Slight or No change
79,MINDTREE,EQ,06-Sep-2017,455.1,451.0,454.0,449.65,450.0,450.6,451.19,196333,88584444.75,5210,34604,17.63,9,2017,514.027792295125,-0.009887936717205004,Slight or No change
80,MINDTREE,EQ,07-Sep-2017,450.6,450.9,455.0,443.9,445.25,445.25,447.89,262010,117352751.5,7729,77154,29.45,9,2017,513.5969612053643,-0.01187305814469597,Slight or No change
81,MINDTREE,EQ,08-Sep-2017,445.25,444.95,456.5,439.05,441.4,442.85,447.05,818456,365891370.4,14696,320505,39.16,9,2017,512.2391854080328,-0.005390230207748425,Slight or No change
82,MINDTREE,EQ,11-Sep-2017,442.85,443.0,451.45,443.0,447.45,446.6,447.01,706177,315670672.7,11885,317694,44.99,9,2017,511.16996060192037,0.008467878514169636,Slight or No change
83,MINDTREE,EQ,12-Sep-2017,446.6,445.6,448.75,439.55,442.0,442.5,442.24,628471,277933150.2,13331,409324,65.13,9,2017,510.1886792243261,-0.009180474697716101,Slight or No change
84,MINDTREE,EQ,13-Sep-2017,442.5,443.0,449.25,443.0,445.5,444.25,445.75,365175,162777145.0,6995,155660,42.63,9,2017,509.6456894176762,0.00395480225988698,Slight or No change
85,MINDTREE,EQ,14-Sep-2017,444.25,447.5,463.7,444.75,463.65,462.55,456.6,995789,454674540.75,16333,293512,29.48,9,2017,508.611370250042,0.04119302194710195,Slight or No change
86,MINDTREE,EQ,15-Sep-2017,462.55,463.9,469.8,461.2,466.0,465.05,465.23,704455,327732918.7,16086,300556,42.67,9,2017,507.9449238191349,0.0054048211004216196,Slight or No change
87,MINDTREE,EQ,18-Sep-2017,465.05,467.9,474.6,466.5,471.95,472.95,470.75,451015,212315376.0,8676,219196,48.6,9,2017,507.6054757756907,0.01698742070745074,Slight or No change
88,MINDTREE,EQ,19-Sep-2017,472.95,473.45,475.0,467.0,473.45,473.45,471.06,234782,110595850.0,5925,116627,49.67,9,2017,507.43387668257344,0.0010571942065757955,Slight or No change
89,MINDTREE,EQ,20-Sep-2017,473.45,474.95,477.4,461.55,464.3,464.3,467.46,432822,202325973.75,6998,260121,60.1,9,2017,507.0380420394907,-0.019326222409969285,Slight or No change
90,MINDTREE,EQ,21-Sep-2017,464.3,465.1,469.3,453.5,463.55,462.5,459.5,613293,281810595.7,17257,285510,46.55,9,2017,506.46633407294695,-0.003876803790652583,Slight or No change
91,MINDTREE,EQ,22-Sep-2017,462.5,461.75,471.85,459.35,464.8,464.2,465.86,365550,170293818.85,17063,120620,33.0,9,2017,506.14540702841794,0.003675675675675727,Slight or No change
92,MINDTREE,EQ,25-Sep-2017,464.2,460.0,468.6,451.1,463.05,465.05,460.21,516584,237737797.65,19176,226350,43.82,9,2017,505.70912837692816,0.0018311072813443907,Slight or No change
93,MINDTREE,EQ,26-Sep-2017,465.05,464.9,472.0,460.05,469.9,471.1,468.08,251415,117682886.6,7329,93838,37.32,9,2017,505.53122940426147,0.013009353832921233,Slight or No change
94,MINDTREE,EQ,27-Sep-2017,471.1,467.45,474.95,456.4,461.0,458.8,464.2,414942,192616562.55,17658,233309,56.23,9,2017,505.1381164407474,-0.02610910634684782,Slight or No change
95,MINDTREE,EQ,28-Sep-2017,458.8,460.9,466.05,452.05,460.0,461.9,461.73,954583,440757745.7,22923,675697,70.78,9,2017,504.3172380087524,0.006756756756756577,Slight or No change
96,MINDTREE,EQ,29-Sep-2017,461.9,464.5,467.75,460.5,464.6,464.85,464.19,246685,114507844.3,16372,133805,54.24,9,2017,504.12455103585353,0.006386663780039159,Slight or No change
97,MINDTREE,EQ,03-Oct-2017,464.85,465.0,482.05,465.0,480.05,479.2,478.36,518751,248150321.75,10480,139459,26.88,10,2017,503.87125807536097,0.03087017317414209,Slight or No change
98,MINDTREE,EQ,04-Oct-2017,479.2,483.0,485.55,478.35,480.1,480.2,481.9,263337,126901599.9,6831,57447,21.82,10,2017,503.74976951835146,0.002086811352253859,Slight or No change
99,MINDTREE,EQ,05-Oct-2017,480.2,484.0,485.9,472.65,479.05,478.35,480.28,338782,162711831.05,8478,86651,25.58,10,2017,503.58316216858316,-0.003852561432736268,Slight or No change
100,MINDTREE,EQ,06-Oct-2017,478.35,477.8,483.85,475.6,480.3,480.05,480.4,356652,171334569.7,10977,80703,22.63,10,2017,503.4217707886302,0.00355388313996019,Slight or No change
101,MINDTREE,EQ,09-Oct-2017,480.05,482.0,485.0,474.2,477.6,479.65,479.89,302548,145188563.2,5576,140925,46.58,10,2017,503.28427419476657,-0.0008332465368191544,Slight or No change
102,MINDTREE,EQ,10-Oct-2017,479.65,479.7,491.8,479.65,490.35,490.3,488.09,572305,279337719.5,11364,170252,29.75,10,2017,503.14374859244464,0.02220369019076407,Slight or No change
103,MINDTREE,EQ,11-Oct-2017,490.3,490.35,495.5,477.35,484.05,486.3,486.71,691937,336769895.4,12000,327232,47.29,10,2017,502.92619331777456,-0.008158270446665283,Slight or No change
104,MINDTREE,EQ,12-Oct-2017,486.3,484.1,495.8,477.05,485.0,483.35,487.02,1094199,532902162.6,12647,412007,37.65,10,2017,502.5343541821324,-0.006066214271026049,Slight or No change
105,MINDTREE,EQ,13-Oct-2017,483.35,485.0,486.4,480.85,485.0,484.55,483.95,264025,127775009.75,7932,152670,57.82,10,2017,502.4479110196267,0.0024826730112754714,Slight or No change
106,MINDTREE,EQ,16-Oct-2017,484.55,485.8,498.45,480.95,494.25,494.25,490.22,762619,373848460.65,13040,315943,41.43,10,2017,502.335653996067,0.0200185739345784,Slight or No change
107,MINDTREE,EQ,17-Oct-2017,494.25,494.0,506.75,493.9,504.45,504.35,503.33,1020796,513795865.3,21305,404395,39.62,10,2017,502.37191063726414,0.02043500252908448,Slight or No change
108,MINDTREE,EQ,18-Oct-2017,504.35,503.0,507.9,496.85,501.5,502.1,502.5,288536,144990302.4,5105,134591,46.65,10,2017,502.3705342621258,-0.0044611876672945305,Slight or No change
109,MINDTREE,EQ,19-Oct-2017,502.1,500.0,501.8,495.15,496.0,497.35,497.97,46300,23055826.3,1655,16934,36.57,10,2017,502.3664596251028,-0.009460266879107726,Slight or No change
110,MINDTREE,EQ,23-Oct-2017,497.35,494.2,507.75,494.2,504.9,502.95,501.36,403071,202084143.75,12794,183393,45.5,10,2017,502.3705536715825,0.011259676284306686,Slight or No change
111,MINDTREE,EQ,24-Oct-2017,502.95,504.8,514.85,500.0,502.35,502.8,508.31,418949,212957017.0,14511,182138,43.47,10,2017,502.3736626296629,-0.00029824038174763867,Slight or No change
112,MINDTREE,EQ,25-Oct-2017,502.8,503.5,510.0,502.05,506.95,507.15,506.83,453677,229938267.3,17575,195093,43.0,10,2017,502.41081573946093,0.008651551312649053,Slight or No change
113,MINDTREE,EQ,26-Oct-2017,507.15,505.7,505.9,482.1,484.9,486.5,487.64,1729223,843243833.35,21851,998456,57.74,10,2017,501.9526655997448,-0.04071773636991027,Slight or No change
114,MINDTREE,EQ,27-Oct-2017,486.5,486.0,490.55,472.0,473.8,476.35,484.89,837203,405949000.05,9112,587607,70.19,10,2017,501.60064536191555,-0.0208633093525179,Slight or No change
115,MINDTREE,EQ,30-Oct-2017,476.35,475.75,485.55,475.25,479.0,479.55,481.01,281664,135484084.85,10876,98869,35.1,10,2017,501.4991140471898,0.006717749553899477,Slight or No change
116,MINDTREE,EQ,31-Oct-2017,479.55,479.55,483.3,473.45,480.05,479.65,477.02,368425,175747285.9,7137,211940,57.53,10,2017,501.3683096104693,0.0002085288291104881,Slight or No change
117,MINDTREE,EQ,01-Nov-2017,479.65,483.3,484.0,471.0,473.1,474.75,476.51,328658,156610034.95,12038,198973,60.54,11,2017,501.2269090785047,-0.010215782341290502,Slight or No change
118,MINDTREE,EQ,02-Nov-2017,474.75,471.7,475.1,469.1,473.6,473.85,471.94,288705,136251853.15,8616,137313,47.56,11,2017,501.09975121860055,-0.0018957345971563067,Slight or No change
119,MINDTREE,EQ,03-Nov-2017,473.85,474.95,490.0,473.0,489.0,480.95,478.76,375817,179925803.2,9089,228558,60.82,11,2017,500.97865441344595,0.01498364461327406,Slight or No change
120,MINDTREE,EQ,06-Nov-2017,480.95,485.0,489.0,481.65,485.1,486.8,485.61,210264,102106946.35,4726,103710,49.32,11,2017,500.9311396375134,0.012163426551616618,Slight or No change
121,MINDTREE,EQ,07-Nov-2017,486.8,487.9,504.8,479.4,486.0,484.55,493.38,1395626,688578627.45,22459,402008,28.8,11,2017,500.5746986252106,-0.0046220213640099095,Slight or No change
122,MINDTREE,EQ,08-Nov-2017,484.55,486.0,498.3,486.0,496.0,493.35,493.66,552329,272663784.45,11321,188325,34.1,11,2017,500.5130152363319,0.018161180476730987,Slight or No change
123,MINDTREE,EQ,09-Nov-2017,493.35,498.0,499.0,486.25,494.3,493.75,492.76,300417,148034291.0,7196,118829,39.55,11,2017,500.4817541980209,0.0008107834194790442,Slight or No change
124,MINDTREE,EQ,10-Nov-2017,493.75,489.05,502.8,489.05,493.1,494.25,497.14,359259,178603199.65,8447,116285,32.37,11,2017,500.447496162827,0.0010126582278480178,Slight or No change
125,MINDTREE,EQ,13-Nov-2017,494.25,493.1,509.45,492.4,509.0,507.6,503.94,671685,338486325.95,14888,253963,37.81,11,2017,500.5202619643627,0.027010622154780117,Slight or No change
126,MINDTREE,EQ,14-Nov-2017,507.6,511.0,514.0,495.25,497.25,497.5,505.77,648526,328006520.1,19228,193044,29.77,11,2017,500.4908834084866,-0.019897557131599686,Slight or No change
127,MINDTREE,EQ,15-Nov-2017,497.5,497.5,504.0,490.0,495.05,492.25,496.88,387896,192735993.5,9894,128075,33.02,11,2017,500.4432152794946,-0.010552763819095423,Slight or No change
128,MINDTREE,EQ,16-Nov-2017,492.25,491.3,512.0,490.45,510.7,510.8,504.17,640819,323084849.05,16093,252008,39.33,11,2017,500.5412475284498,0.03768410360589125,Slight or No change
129,MINDTREE,EQ,17-Nov-2017,510.8,515.0,519.95,506.7,516.45,516.45,514.29,913262,469681126.55,20067,436779,47.83,11,2017,500.75299624497654,0.011061080657791766,Slight or No change
130,MINDTREE,EQ,20-Nov-2017,516.45,517.0,517.25,505.0,506.65,507.5,509.25,352455,179489165.9,12479,196259,55.68,11,2017,500.7874771556367,-0.01732984800077464,Slight or No change
131,MINDTREE,EQ,21-Nov-2017,507.5,506.85,515.0,502.1,506.1,507.9,510.92,430898,220155427.15,21828,127870,29.68,11,2017,500.83164002035545,0.0007881773399014413,Slight or No change
132,MINDTREE,EQ,22-Nov-2017,507.9,509.1,521.5,509.1,518.4,519.45,518.6,784393,406785211.95,23176,309307,39.43,11,2017,501.0397308451747,0.022740696987596065,Slight or No change
133,MINDTREE,EQ,23-Nov-2017,519.45,521.0,523.65,508.05,513.15,513.3,514.35,401262,206390033.75,12646,112743,28.1,11,2017,501.10943037237604,-0.01183944556742722,Slight or No change
134,MINDTREE,EQ,24-Nov-2017,513.3,513.9,517.8,508.0,513.5,512.45,512.63,308781,158291380.3,15023,104290,33.77,11,2017,501.1588263346941,-0.001655951685174184,Slight or No change
135,MINDTREE,EQ,27-Nov-2017,512.45,523.0,555.0,516.1,550.7,550.05,538.94,2660906,1434060090.4,64312,754657,28.36,11,2017,502.9275634259924,0.07337301200117063,Slight or No change
136,MINDTREE,EQ,28-Nov-2017,550.05,545.1,550.0,541.3,546.0,545.85,544.75,533637,290700154.05,16075,163561,30.65,11,2017,503.2367310954265,-0.007635669484592156,Slight or No change
137,MINDTREE,EQ,29-Nov-2017,545.85,545.1,562.4,544.3,546.1,548.7,555.62,1242855,690549432.5,25515,249521,20.08,11,2017,503.98683197739234,0.00522121461940106,Slight or No change
138,MINDTREE,EQ,30-Nov-2017,548.7,548.0,550.0,530.75,536.65,539.2,542.93,613815,333259619.75,14534,293849,47.87,11,2017,504.2714462363485,-0.0173136504465099,Slight or No change
139,MINDTREE,EQ,01-Dec-2017,539.2,539.45,547.6,527.45,530.5,529.9,539.5,277028,149455473.65,8714,56836,20.52,12,2017,504.36459572229813,-0.01724777448071224,Slight or No change
140,MINDTREE,EQ,04-Dec-2017,529.9,530.6,555.1,530.6,555.1,552.75,549.08,1185727,651064347.8,29849,275403,23.23,12,2017,505.10578240115655,0.04312134364974529,Slight or No change
141,MINDTREE,EQ,05-Dec-2017,552.75,556.0,564.0,534.7,541.0,539.95,547.94,1371639,751570309.3,31049,308111,22.46,12,2017,505.7124777622496,-0.023156942559927507,Slight or No change
142,MINDTREE,EQ,06-Dec-2017,539.95,539.95,549.55,536.65,540.5,539.85,543.32,549205,298392666.85,20289,107240,19.53,12,2017,505.9488243701019,-0.00018520233354946125,Slight or No change
143,MINDTREE,EQ,07-Dec-2017,539.85,542.0,559.0,542.0,556.9,556.9,553.09,700508,387441987.25,17034,192058,27.42,12,2017,506.39482133801914,0.031582847087153754,Slight or No change
144,MINDTREE,EQ,08-Dec-2017,556.9,556.7,575.9,542.4,546.3,546.1,563.55,2139850,1205903193.05,42278,507928,23.74,12,2017,507.42885565566684,-0.019393068773567834,Slight or No change
145,MINDTREE,EQ,11-Dec-2017,546.1,550.2,555.9,536.4,545.85,545.85,546.06,644109,351721873.8,21807,173708,26.97,12,2017,507.7276985578563,-0.00045779161325765205,Slight or No change
146,MINDTREE,EQ,12-Dec-2017,545.85,549.95,566.0,544.25,561.9,564.45,558.86,1272972,711414859.05,32355,463102,36.38,12,2017,508.5864367273133,0.03407529541082721,Slight or No change
147,MINDTREE,EQ,13-Dec-2017,564.45,564.95,573.0,560.2,562.5,564.2,567.6,971881,551635447.15,27190,169354,17.43,12,2017,509.2219006306968,-0.0004429090264859159,Slight or No change
148,MINDTREE,EQ,14-Dec-2017,564.2,564.25,572.0,555.55,567.5,565.6,565.06,590777,333827363.3,12092,148052,25.06,12,2017,509.6107890391864,0.002481389578163684,Slight or No change
149,MINDTREE,EQ,15-Dec-2017,565.6,570.0,573.0,560.6,566.0,566.55,565.77,329791,186584403.6,8750,99694,30.23,12,2017,509.82919885092343,0.001679632248938967,Slight or No change
150,MINDTREE,EQ,18-Dec-2017,566.55,566.0,578.9,537.0,576.0,575.65,572.34,765389,438059761.8,14259,263964,34.49,12,2017,510.4099875428802,0.016062130438619704,Slight or No change
151,MINDTREE,EQ,19-Dec-2017,575.65,576.1,580.25,570.0,570.0,571.3,575.13,357364,205531850.4,12710,164524,46.04,12,2017,510.659817246996,-0.007556675062972307,Slight or No change
152,MINDTREE,EQ,20-Dec-2017,571.3,572.0,581.05,566.05,577.15,577.45,575.26,411708,236839404.05,11517,166182,40.36,12,2017,510.97404252377004,0.010764922107474373,Slight or No change
153,MINDTREE,EQ,21-Dec-2017,577.45,576.2,579.9,573.5,577.8,576.65,576.66,252372,145532740.35,9049,98866,39.17,12,2017,511.16290083518555,-0.001385401333448888,Slight or No change
154,MINDTREE,EQ,22-Dec-2017,576.65,577.8,604.0,577.0,599.8,599.7,595.37,1462664,870829288.9,34166,287663,19.67,12,2017,512.6142772217743,0.03997225353333933,Slight or No change
155,MINDTREE,EQ,26-Dec-2017,599.7,593.0,603.5,590.05,596.55,598.45,597.3,614201,366865294.8,15699,151357,24.64,12,2017,513.2011033976462,-0.002084375521093862,Slight or No change
156,MINDTREE,EQ,27-Dec-2017,598.45,596.5,619.95,596.1,608.4,611.1,609.45,910025,554619160.2,17656,237032,26.05,12,2017,514.1828174190484,0.021137939677500217,Slight or No change
157,MINDTREE,EQ,28-Dec-2017,611.1,611.8,626.5,608.2,608.5,613.0,618.93,1052556,651454178.15,21430,223568,21.24,12,2017,515.3158004541273,0.003109147439044335,Slight or No change
158,MINDTREE,EQ,29-Dec-2017,613.0,616.9,620.35,598.15,612.45,612.4,611.07,545902,333585049.75,11344,99506,18.23,12,2017,515.8896976331532,-0.0009787928221860476,Slight or No change
159,MINDTREE,EQ,01-Jan-2018,612.4,610.8,618.35,605.3,606.05,606.9,610.63,318744,194634109.05,6312,107284,33.66,1,2018,516.202742813911,-0.008981058131939945,Slight or No change
